P,T,gt_mol_frac,gt_wt_frac,gt_vol_frac,Mg,Mn,Fe,Ca
3.769230769230769,517.2413793103449,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.115384615384615,517.2413793103449,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.461538461538462,517.2413793103449,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.8076923076923075,517.2413793103449,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.153846153846153,517.2413793103449,0.0003088338891442074,0.0003917821651103111,0.00023624330180585434,0.0241837533226423,0.2625589639486389,0.5769364453156757,0.13632083741304302
5.5,517.2413793103449,0.0009262471709760004,0.0011724218095548295,0.0007120464928570605,0.023526085957675632,0.23683350148777801,0.5807344502112892,0.15890596234325718
5.846153846153846,517.2413793103449,0.0018610860341259801,0.002349538100971225,0.0014379705966347759,0.022893435322384234,0.20599652680598204,0.5856096388056252,0.18550039906600863
6.1923076923076925,517.2413793103449,0.003323106940340031,0.0041827567300687955,0.0025811237219606235,0.022362454637446492,0.17177275518500423,0.5901061865183898,0.21575860365915947
6.538461538461538,517.2413793103449,0.005930395167023431,0.007439080776066406,0.004632054404322843,0.021861142344100117,0.13166469288521382,0.5962347236672386,0.25023944110344737
6.884615384615384,517.2413793103449,0.007607173976420074,0.009531089897275524,0.005988496314081888,0.02168004887442843,0.11451859310959174,0.6010897092099586,0.26271164880602127
7.230769230769231,517.2413793103449,0.008871295511934,0.011108797125923922,0.007028281855818654,0.02161537946704194,0.10441729787569326,0.605391365775262,0.26857595688200286
7.576923076923077,517.2413793103449,0.0104262587392515,0.013048539739939677,0.008301667067769363,0.021580856725087208,0.09400799764848264,0.6099990367804865,0.27441210884594347
7.923076923076923,517.2413793103449,0.012340136643918337,0.015434609591918997,0.009867616121399737,0.02159462742464595,0.08381155880661,0.6142804927410742,0.2803133210276699
8.26923076923077,517.2413793103449,0.014723087647281504,0.01840398838984975,0.011817640829341523,0.02165658023929533,0.07387781123739375,0.6181534766559147,0.2863121318673962
8.615384615384615,517.2413793103449,0.017805782297399268,0.022243108885948302,0.014341381675536119,0.021756364779922287,0.06399497978019832,0.6218501313917284,0.29239852404815087
8.961538461538462,517.2413793103449,0.021598077617454553,0.026962027719154305,0.017452291038444215,0.021924248707859185,0.05499446898367458,0.6243713822190238,0.2987099000894425
9.307692307692307,517.2413793103449,0.0264285592898655,0.03296843487980672,0.021422553359373823,0.022147107044523294,0.04660086502886811,0.6260252701131469,0.3052267578134617
9.653846153846153,517.2413793103449,0.032452623661781206,0.0404517246050297,0.026386467646916538,0.02243569877369268,0.039167362277597643,0.6263773171499246,0.3120196217987852
10.0,517.2413793103449,0.03966520022533723,0.04940048503168895,0.03234955935101416,0.022795025884793808,0.032912193891375535,0.6251516120709268,0.31914116815290394
1.0,541.3793103448276,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3461538461538463,541.3793103448276,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.6923076923076923,541.3793103448276,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0384615384615383,541.3793103448276,0.00020220233592274103,0.0002583719748855218,0.00014188700141306302,0.04062490625495313,0.2256195066820514,0.7120408236940764,0.021714763368918977
2.3846153846153846,541.3793103448276,0.0016290841502164752,0.002080173144342183,0.0011701265281563128,0.041453525842607114,0.22374852684704907,0.7098268760567883,0.02497107125355553
2.730769230769231,541.3793103448276,0.0013937536330744784,0.0017794431077998573,0.0010109726179785914,0.040283475582105446,0.22927354262526886,0.7008139098890303,0.02962907190359544
3.0769230769230766,541.3793103448276,0.0012481603487517843,0.0015931767412877642,0.0009127818510063854,0.0392683827673963,0.23166798005055508,0.6941243874906915,0.03493924969135712
3.423076923076923,541.3793103448276,0.0012319361892262051,0.001571906544825858,0.0009072514040351569,0.038335787644610035,0.23102281060136826,0.6896133135205919,0.04102808823342978
3.769230769230769,541.3793103448276,0.0012815303108899608,0.0016344214183101637,0.0009496656805070099,0.03747091989846561,0.22780325860402167,0.6866394511889861,0.04808637030852665
4.115384615384615,541.3793103448276,0.001420240027117938,0.0018102244869892866,0.001058407166547022,0.036626792452897225,0.22174057717010615,0.6854150983173253,0.05621753205967131
4.461538461538462,541.3793103448276,0.0016538248716971764,0.002106394259596551,0.0012389320562107057,0.03580988094157413,0.21314662815355556,0.6854441325079883,0.06559935839688211
